451:6,1,7,4,4,8,8,7,3,1,1,9,6,6,3,5,4,1,6,8,9,8,5,8,7,2,9,1,5,4
452:6,7,4,7,5,6,6,1,6,6,3,2,1,4,3,5,7,5,9,4,7,8,8,7,1,9,1,6,5,4
453:4,4,7,6,4,3,9,4,6,2,9,4,5,3,6,6,6,6,9,9,3,6,2,5,1,9,8,1,9,3
454:8,1,4,9,7,9,3,5,3,4,3,2,8,7,8,1,3,5,6,5,9,2,8,6,7,8,4,9,6,3
455:1,8,8,6,8,4,3,8,7,4,1,5,5,2,4,9,8,1,9,4,3,4,6,7,8,6,8,6,1,6
456:8,2,9,1,3,7,8,7,7,3,3,6,2,5,2,7,6,9,4,5,5,2,6,4,4,4,4,6,8,2
457:7,3,8,1,4,9,4,7,2,6,5,1,8,8,8,3,1,7,5,7,7,1,8,3,3,7,4,1,2,9
458:3,5,8,3,8,5,1,7,6,1,5,7,5,8,6,4,1,4,5,7,9,6,8,1,7,4,6,4,1,6
459:8,1,3,2,8,1,8,1,6,7,5,5,1,7,5,5,6,2,4,9,8,4,8,3,8,9,4,9,3,3
460:2,5,6,5,9,3,2,8,8,2,3,7,9,8,4,1,6,6,6,9,4,4,1,9,5,7,9,8,6,2
461:5,5,5,7,2,7,8,3,6,2,6,4,5,7,8,6,6,3,6,3,5,8,5,5,9,5,1,6,7,7
462:2,1,6,3,6,4,6,8,4,4,6,1,4,7,1,3,8,9,2,7,5,2,9,9,5,5,8,6,3,2
463:6,6,2,6,6,4,6,9,5,8,8,3,8,9,1,6,8,9,8,6,1,6,4,8,7,5,4,7,7,9
464:8,7,5,9,3,3,2,6,4,2,5,7,2,1,5,1,6,6,4,5,5,8,5,2,6,8,2,4,1,6
465:8,1,2,2,7,1,7,1,3,5,8,8,2,6,7,7,6,9,6,8,1,3,9,8,4,5,3,8,8,1
466:1,8,6,9,1,4,8,2,3,3,8,8,9,1,8,7,5,8,1,6,8,6,3,1,4,4,3,8,1,4
467:2,7,1,5,1,8,4,1,2,1,5,1,2,3,7,5,1,1,8,5,3,3,9,2,4,6,6,9,6,1
468:8,7,2,4,5,2,3,8,7,8,8,4,1,3,9,5,6,5,4,6,2,5,5,7,2,3,4,7,4,6
469:6,9,3,2,7,8,5,8,7,4,1,9,4,5,3,5,4,6,3,8,1,3,1,2,8,7,2,1,2,4
470:3,8,5,4,9,1,3,4,2,4,7,5,9,1,5,3,5,5,9,8,2,7,1,4,6,6,5,8,5,6
471:3,3,5,6,3,1,5,4,3,7,9,4,5,1,2,6,9,7,6,4,4,6,7,4,9,8,9,6,6,4
472:3,6,1,8,3,7,1,2,8,3,4,6,3,8,4,6,4,1,3,6,2,3,9,5,5,5,5,2,8,4
473:5,2,3,2,4,3,9,4,2,9,7,5,4,6,3,2,2,8,1,6,2,8,1,7,8,3,1,3,6,6
474:7,8,4,3,5,7,9,6,4,3,3,9,2,7,2,2,9,4,5,4,7,6,4,6,2,1,7,7,7,9
475:1,4,7,9,4,8,7,9,2,8,5,1,8,2,4,7,4,9,5,8,2,6,8,7,8,5,3,4,9,8
476:3,8,4,4,2,4,2,1,6,4,2,5,2,1,2,6,5,8,3,1,7,5,8,6,2,5,5,9,9,5
477:9,3,2,3,6,4,1,2,5,8,3,4,3,6,2,7,1,1,1,5,1,7,7,2,5,9,3,4,8,4
478:4,7,2,6,1,7,6,7,8,9,2,6,7,3,2,5,8,5,3,8,3,2,3,7,9,2,4,9,4,4
479:1,1,8,5,5,7,5,3,1,6,6,7,3,7,4,3,9,3,4,3,2,1,2,4,2,1,8,1,9,4
480:8,4,7,5,9,2,4,9,7,1,8,8,8,5,3,7,4,9,7,1,3,3,9,2,9,9,9,9,9,1
481:8,1,1,8,6,2,7,2,2,9,4,6,2,5,7,5,6,6,1,5,3,5,5,4,1,6,6,9,5,1
482:1,9,4,8,9,5,4,3,9,2,1,9,7,6,8,4,2,9,8,3,3,5,4,7,4,1,8,9,5,4
483:6,8,5,5,2,3,6,9,7,2,9,8,9,1,1,7,8,3,7,6,2,4,9,4,3,5,5,8,6,7
484:4,6,9,7,3,6,3,8,3,9,9,2,3,7,6,6,4,6,1,9,3,7,8,9,6,3,6,2,9,9
485:7,4,2,9,2,4,9,9,2,5,4,6,6,2,8,5,7,4,6,5,4,2,1,3,3,4,2,5,6,2
486:8,7,2,4,5,2,3,8,7,8,8,4,1,3,9,5,6,5,4,6,2,5,5,7,2,3,3,7,4,6
487:7,8,8,3,3,5,6,2,4,1,5,2,9,5,7,8,3,8,5,5,3,3,9,9,4,1,8,3,2,4
488:1,1,8,3,9,1,5,7,8,8,4,4,6,1,7,9,4,8,7,9,8,9,6,3,7,9,3,7,4,4
489:8,5,2,9,4,1,8,4,1,6,9,9,3,7,3,2,6,3,1,5,1,5,4,6,7,8,2,9,1,8
490:8,7,4,8,9,7,9,5,8,1,7,3,3,8,1,2,1,8,1,3,8,6,9,2,8,7,8,8,4,5
491:1,9,4,8,9,5,4,3,9,2,1,9,7,6,8,4,2,9,8,3,3,5,4,7,4,1,8,9,2,4
492:1,1,1,6,2,1,9,6,2,1,5,2,6,2,6,7,5,2,2,9,6,8,1,6,9,4,4,7,3,7
493:2,2,2,2,6,1,8,5,9,8,8,8,3,8,7,3,8,8,3,2,6,5,8,7,2,3,6,3,9,7
494:6,4,1,7,7,7,6,3,4,5,4,2,1,4,5,5,6,9,9,2,4,8,2,5,9,2,1,3,3,8
495:1,4,7,9,4,8,7,9,2,8,5,1,8,2,4,7,4,9,5,8,2,6,8,7,8,5,3,4,9,9
496:3,8,4,4,2,4,2,1,6,4,2,5,2,1,2,6,5,8,3,1,7,5,8,6,2,5,5,9,9,4
497:6,5,4,7,5,9,5,2,6,2,8,5,6,5,8,8,4,2,1,7,9,9,3,1,1,8,7,2,4,9
498:8,2,8,8,2,7,8,7,2,9,1,1,8,6,6,1,5,1,2,9,6,7,1,6,7,7,5,4,6,2
499:8,7,1,7,4,8,7,6,3,3,2,6,1,5,6,4,2,7,9,8,6,8,2,8,3,2,5,6,9,2
500:8,7,9,4,1,9,5,6,2,9,3,7,1,2,2,4,8,6,4,1,4,8,8,7,8,6,1,5,6,2
